Gene1,stId,name,Gene2,connected_driver_gene,gene_type,MethylationRatio
CDC40,CDC40,CDC40,NUP43,,3,0.0031751613286668
CDC40,CDC40,CDC40,NUP50,,3,0.0031751613286668
CDC40,CDC40,CDC40,NUP54,,3,0.0031751613286668
CDC40,CDC40,CDC40,NUP58,,3,0.0031751613286668
CDC40,CDC40,CDC40,NUP62,,3,0.0031751613286668
CDC40,CDC40,CDC40,NUP85,,3,0.0031751613286668
CDC40,CDC40,CDC40,NUP88,,3,0.0031751613286668
CDC40,CDC40,CDC40,NUP93,,3,0.0031751613286668
CDC40,CDC40,CDC40,NUP98,NUP98,2,0.0031751613286668
CDC40,CDC40,CDC40,PAPOLA,,3,0.0031751613286668
CDC40,CDC40,CDC40,PCF11,,3,0.0031751613286668
CDC40,CDC40,CDC40,POM121,,3,0.0031751613286668
CDC40,CDC40,CDC40,POM121C,,3,0.0031751613286668
CDC40,CDC40,CDC40,RAE1,,3,0.0031751613286668
CDC40,CDC40,CDC40,RANBP2,RANBP2,2,0.0031751613286668
CDC40,CDC40,CDC40,SEC13,,3,0.0031751613286668
CDC40,CDC40,CDC40,SEH1L,,3,0.0031751613286668
CDC40,CDC40,CDC40,TPR,TPR,2,0.0031751613286668
CDC42,CDC42,CDC42,CDC42BPA,,3,-0.0133013020899732
CDC42,CDC42,CDC42,CDH1,CDH1,2,-0.0133013020899732
CDC42,CDC42,CDC42,CDK4,CDK4,2,-0.0133013020899732
CDC42,CDC42,CDC42,CSNK1A1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,CTNNA1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,CTNNB1,CTNNB1,2,-0.0133013020899732
CDC42,CDC42,CDC42,CTNND1,CTNND1,2,-0.0133013020899732
CDC42,CDC42,CDC42,DIAPH3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DVL1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,EXOC7,,3,-0.0133013020899732
CDC42,CDC42,CDC42,HTT,,3,-0.0133013020899732
CDC42,CDC42,CDC42,IQGAP2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,IQGAP3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,LIMK2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAP2K3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAP3K1,MAP3K1,2,-0.0133013020899732
CDC42,CDC42,CDC42,MAP3K11,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAP3K5,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAP3K9,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAPK10,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAPK11,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAPK12,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAPK13,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAPK14,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAPK8,MAPK8,2,-0.0133013020899732
CDC42,CDC42,CDC42,MAPK9,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MEN1,MEN1,2,-0.0133013020899732
CDC42,CDC42,CDC42,MTOR,MTOR,2,-0.0133013020899732
CDC42,CDC42,CDC42,MUSK,,3,-0.0133013020899732
CDC42,CDC42,CDC42,NFATC2,NFATC2,2,-0.0133013020899732
CDC42,CDC42,CDC42,NOD1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PAK1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PAK2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PAK3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PAK4,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PAK5,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PAK6,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PARD3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PARD6A,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PARD6B,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PARD6G,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PIK3CA,PIK3CA,2,-0.0133013020899732
CDC42,CDC42,CDC42,PIK3R1,PIK3R1,2,-0.0133013020899732
CDC42,CDC42,CDC42,PLD1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PRKCI,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PRKCZ,,3,-0.0133013020899732
CDC42,CDC42,CDC42,RAC1,RAC1,2,-0.0133013020899732
CDC42,CDC42,CDC42,RAC2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,RAC3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,RASGRF1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,RPS27A,,3,-0.0133013020899732
CDC42,CDC42,CDC42,RPS6KB1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,SEPTIN2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,TIAM1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,TNFAIP8,,3,-0.0133013020899732
CDC42,CDC42,CDC42,UBA52,,3,-0.0133013020899732
CDC42,CDC42,CDC42,UBB,,3,-0.0133013020899732
CDC42,CDC42,CDC42,UBC,,3,-0.0133013020899732
CDC42,CDC42,CDC42,VASP,,3,-0.0133013020899732
CDC42,CDC42,CDC42,VAV2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,WAS,WAS,2,-0.0133013020899732
CDC42,CDC42,CDC42,WASL,,3,-0.0133013020899732
CDC42,CDC42,CDC42,WHAMM,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ABLIM1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ABLIM2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ABLIM3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ACTA1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ACTBL2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ACTR2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,CDH2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,CXCL12,CXCL12,2,-0.0133013020899732
CDC42,CDC42,CDC42,CXCR4,CXCR4,2,-0.0133013020899732
CDC42,CDC42,CDC42,DAG1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DCC,DCC,2,-0.0133013020899732
CDC42,CDC42,CDC42,DIAPH1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DLG4,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DMD,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DNMBP,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DOCK1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DOCK10,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DOCK11,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DOCK6,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DOCK7,,3,-0.0133013020899732
CDC42,CDC42,CDC42,DOCK9,,3,-0.0133013020899732
CDC42,CDC42,CDC42,EFNB2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,EFNB3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,EPHB2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,EPHB3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,FAM13B,,3,-0.0133013020899732
CDC42,CDC42,CDC42,FARP2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,FGD1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,FGD2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,FGD3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,FGD4,,3,-0.0133013020899732
CDC42,CDC42,CDC42,FYN,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GIT1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GIT2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GNAI1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GNAI2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GNAI3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GNAO1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GNAZ,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GNB1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GNG2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRAP2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRB2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRIK1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRIK2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRIK3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRIK4,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRIK5,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRIN1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRIN2A,GRIN2A,2,-0.0133013020899732
CDC42,CDC42,CDC42,GRIN2B,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRIN2C,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRIN2D,,3,-0.0133013020899732
CDC42,CDC42,CDC42,GRIN3A,,3,-0.0133013020899732
CDC42,CDC42,CDC42,HAP1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,HGF,HGF,2,-0.0133013020899732
CDC42,CDC42,CDC42,IQGAP1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ITGB1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ITSN1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ITSN2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,JAK2,JAK2,2,-0.0133013020899732
CDC42,CDC42,CDC42,JUP,,3,-0.0133013020899732
CDC42,CDC42,CDC42,KALRN,,3,-0.0133013020899732
CDC42,CDC42,CDC42,KDR,KDR,2,-0.0133013020899732
CDC42,CDC42,CDC42,LAMA3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,LAMA5,,3,-0.0133013020899732
CDC42,CDC42,CDC42,LAMC1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,LAMC2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,LAT,,3,-0.0133013020899732
CDC42,CDC42,CDC42,LCK,LCK,2,-0.0133013020899732
CDC42,CDC42,CDC42,LCP2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MAP2K6,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MCF2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MCF2L,,3,-0.0133013020899732
CDC42,CDC42,CDC42,MET,MET,2,-0.0133013020899732
CDC42,CDC42,CDC42,NCK1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,NCK2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,NF2,NF2,2,-0.0133013020899732
CDC42,CDC42,CDC42,NGEF,,3,-0.0133013020899732
CDC42,CDC42,CDC42,NGFR,,3,-0.0133013020899732
CDC42,CDC42,CDC42,NME1,NME1,2,-0.0133013020899732
CDC42,CDC42,CDC42,NTN1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,NTRK2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PAFAH1B1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PIK3CB,PIK3CB,2,-0.0133013020899732
CDC42,CDC42,CDC42,PIK3CD,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PIK3R2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PIK3R3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PLCG1,PLCG1,2,-0.0133013020899732
CDC42,CDC42,CDC42,PLEKHG1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PLEKHG3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PLEKHG4,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PLEKHG4B,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PTK2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,PXN,,3,-0.0133013020899732
CDC42,CDC42,CDC42,RACGAP1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,RALBP1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,RAP1A,,3,-0.0133013020899732
CDC42,CDC42,CDC42,RAP1B,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ROBO1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ROCK1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,ROCK2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,S1PR4,,3,-0.0133013020899732
CDC42,CDC42,CDC42,SLIT2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,SPATA13,,3,-0.0133013020899732
CDC42,CDC42,CDC42,SRC,SRC,2,-0.0133013020899732
CDC42,CDC42,CDC42,SRGAP1,,3,-0.0133013020899732
CDC42,CDC42,CDC42,SRGAP2,,3,-0.0133013020899732
CDC42,CDC42,CDC42,SRGAP3,SRGAP3,2,-0.0133013020899732
CDC42,CDC42,CDC42,TRIO,,3,-0.0133013020899732
CDC42,CDC42,CDC42,TUBA1A,,3,-0.0133013020899732
CDC42,CDC42,CDC42,TUBA1B,,3,-0.0133013020899732
CDC42,CDC42,CDC42,TUBA1C,,3,-0.0133013020899732
CDC42,CDC42,CDC42,TUBA3D,,3,-0.0133013020899732
CDC42,CDC42,CDC42,TUBA3E,,3,-0.0133013020899732
CDC42,CDC42,CDC42,TUBA4A,,3,-0.0133013020899732
CDC42,CDC42,CDC42,TUBA8,,3,-0.0133013020899732
CDC42,CDC42,CDC42,TUBAL3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,VAV1,VAV1,2,-0.0133013020899732
CDC42,CDC42,CDC42,VAV3,,3,-0.0133013020899732
CDC42,CDC42,CDC42,VEGFA,VEGFA,2,-0.0133013020899732
CDC42,CDC42,CDC42,YES1,,3,-0.0133013020899732
CDC42BPA,CDC42BPA,CDC42BPA,MYL2,,3,0.0037012526878391
CDC45,CDC45,CDC45,POLA1,,0,-0.0069263590193259
CDC45,CDC45,CDC45,POLA2,,0,-0.0069263590193259
CDC45,CDC45,CDC45,POLE,POLE,0,-0.0069263590193259
CDC45,CDC45,CDC45,POLE2,,0,-0.0069263590193259
CDC45,CDC45,CDC45,POLE3,,0,-0.0069263590193259
CDC45,CDC45,CDC45,POLE4,,0,-0.0069263590193259
CDC45,CDC45,CDC45,PRIM1,,0,-0.0069263590193259
CDC45,CDC45,CDC45,PRIM2,,0,-0.0069263590193259
CDC6,CDC6,CDC6,ORC1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,ORC2,,3,-0.0044760666414817
CDC6,CDC6,CDC6,ORC3,,3,-0.0044760666414817
CDC6,CDC6,CDC6,ORC4,,3,-0.0044760666414817
CDC6,CDC6,CDC6,ORC5,,3,-0.0044760666414817
CDC6,CDC6,CDC6,ORC6,,3,-0.0044760666414817
CDC6,CDC6,CDC6,POLA1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,POLA2,,3,-0.0044760666414817
CDC6,CDC6,CDC6,POLE,POLE,2,-0.0044760666414817
CDC6,CDC6,CDC6,POLE2,,3,-0.0044760666414817
CDC6,CDC6,CDC6,POLE3,,3,-0.0044760666414817
CDC6,CDC6,CDC6,POLE4,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PRIM1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PRIM2,,3,-0.0044760666414817
CDC6,CDC6,CDC6,CDK2,,3,-0.0044760666414817
CDC6,CDC6,CDC6,FZR1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMA1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMA2,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMA3,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMA4,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMA5,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMA6,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMA7,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMA8,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB10,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB11,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB2,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB3,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB4,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB5,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB6,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB7,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB8,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMB9,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMC1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMC2,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMC3,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMC4,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMC5,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMC6,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD10,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD11,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD12,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD13,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD14,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD2,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD3,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD4,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD5,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD6,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD7,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD8,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMD9,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSME1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSME2,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSME3,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSME4,,3,-0.0044760666414817
CDC6,CDC6,CDC6,PSMF1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,SEM1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,UBE2C,,3,-0.0044760666414817
CDC6,CDC6,CDC6,UBE2D1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,UBE2E1,,3,-0.0044760666414817
CDC6,CDC6,CDC6,UBE2S,,3,-0.0044760666414817
CDC7,CDC7,CDC7,MCM2,,0,-0.004101097862266
CDC7,CDC7,CDC7,MCM3,,0,-0.004101097862266
CDC7,CDC7,CDC7,MCM4,,0,-0.004101097862266
CDC7,CDC7,CDC7,MCM5,,0,-0.004101097862266
CDC7,CDC7,CDC7,MCM6,,0,-0.004101097862266
CDC7,CDC7,CDC7,MCM7,,0,-0.004101097862266
CDC7,CDC7,CDC7,POLA1,,0,-0.004101097862266
CDC7,CDC7,CDC7,POLA2,,0,-0.004101097862266
CDC7,CDC7,CDC7,POLE,POLE,0,-0.004101097862266
CDC7,CDC7,CDC7,POLE2,,0,-0.004101097862266
CDC7,CDC7,CDC7,POLE3,,0,-0.004101097862266
CDC7,CDC7,CDC7,POLE4,,0,-0.004101097862266
CDC7,CDC7,CDC7,PRIM1,,0,-0.004101097862266
CDC7,CDC7,CDC7,PRIM2,,0,-0.004101097862266
CDCA8,CDCA8,CDCA8,CENPA,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,KIF23,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,KIF2C,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,RACGAP1,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,CDK1,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,ESPL1,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,KIF20A,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NDC1,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP107,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP133,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP153,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP155,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP160,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP188,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP205,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP210,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP214,NUP214,2,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP35,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP37,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP42,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP43,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP50,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP54,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP58,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP62,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP85,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP88,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP93,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,NUP98,NUP98,2,-0.0015019080448163
CDCA8,CDCA8,CDCA8,PEBP1,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,PIAS3,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,PLK1,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,POM121,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,POM121C,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,RAE1,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,RANBP2,RANBP2,2,-0.0015019080448163
CDCA8,CDCA8,CDCA8,RANGAP1,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,SEH1L,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,SUMO1,,3,-0.0015019080448163
CDCA8,CDCA8,CDCA8,TPR,TPR,2,-0.0015019080448163
CDCA8,CDCA8,CDCA8,UBE2I,,3,-0.0015019080448163
CDH1,CDH1,CDH1,CTNNB1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,CTTN,,1,-0.0270624798987423
CDH1,CDH1,CDH1,DLG1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,EFNA1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,EGF,,1,-0.0270624798987423
CDH1,CDH1,CDH1,ENAH,,1,-0.0270624798987423
CDH1,CDH1,CDH1,EPHA2,,1,-0.0270624798987423
CDH1,CDH1,CDH1,EXOC3,,1,-0.0270624798987423
CDH1,CDH1,CDH1,EXOC4,,1,-0.0270624798987423
CDH1,CDH1,CDH1,FMN1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,HGF,,1,-0.0270624798987423
CDH1,CDH1,CDH1,IGF1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,IGF1R,,1,-0.0270624798987423
CDH1,CDH1,CDH1,KIFC3,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MET,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MGAT3,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MYO6,,1,-0.0270624798987423
CDH1,CDH1,CDH1,PIK3CA,,1,-0.0270624798987423
CDH1,CDH1,CDH1,PIK3R1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,PIP5K1A,,1,-0.0270624798987423
CDH1,CDH1,CDH1,PIP5K1C,,1,-0.0270624798987423
CDH1,CDH1,CDH1,PLEKHA7,,1,-0.0270624798987423
CDH1,CDH1,CDH1,RAPGEF1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,RHOA,,1,-0.0270624798987423
CDH1,CDH1,CDH1,RPS27A,,1,-0.0270624798987423
CDH1,CDH1,CDH1,SKIL,,1,-0.0270624798987423
CDH1,CDH1,CDH1,SMAD4,,1,-0.0270624798987423
CDH1,CDH1,CDH1,SRC,,1,-0.0270624798987423
CDH1,CDH1,CDH1,STX4,,1,-0.0270624798987423
CDH1,CDH1,CDH1,TJP1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,UBA52,,1,-0.0270624798987423
CDH1,CDH1,CDH1,UBB,,1,-0.0270624798987423
CDH1,CDH1,CDH1,UBC,,1,-0.0270624798987423
CDH1,CDH1,CDH1,VASP,,1,-0.0270624798987423
CDH1,CDH1,CDH1,VCL,,1,-0.0270624798987423
CDH1,CDH1,CDH1,ZYX,,1,-0.0270624798987423
CDH1,CDH1,CDH1,CTNND1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,DNM2,,1,-0.0270624798987423
CDH1,CDH1,CDH1,EGFR,,1,-0.0270624798987423
CDH1,CDH1,CDH1,FYN,,1,-0.0270624798987423
CDH1,CDH1,CDH1,GDNF,,1,-0.0270624798987423
CDH1,CDH1,CDH1,GFRA1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,GNA12,,1,-0.0270624798987423
CDH1,CDH1,CDH1,GNA13,,1,-0.0270624798987423
CDH1,CDH1,CDH1,HGS,,1,-0.0270624798987423
CDH1,CDH1,CDH1,IQGAP1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,IQGAP2,,1,-0.0270624798987423
CDH1,CDH1,CDH1,IQGAP3,,1,-0.0270624798987423
CDH1,CDH1,CDH1,KLK7,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MEP1B,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP12,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP13,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP14,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP15,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP16,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP19,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP2,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP20,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP21,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP23B,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP24,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP25,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP28,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP3,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP7,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP8,,1,-0.0270624798987423
CDH1,CDH1,CDH1,MMP9,,1,-0.0270624798987423
CDH1,CDH1,CDH1,NCSTN,,1,-0.0270624798987423
CDH1,CDH1,CDH1,NECTIN1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,NECTIN2,,1,-0.0270624798987423
CDH1,CDH1,CDH1,PLG,,1,-0.0270624798987423
CDH1,CDH1,CDH1,PSEN1,,1,-0.0270624798987423
CDH1,CDH1,CDH1,PSEN2,,1,-0.0270624798987423
CDH1,CDH1,CDH1,PSENEN,,1,-0.0270624798987423
